R, G, B
16,16,16
25,25,25
34,34,34
39,39,39
41,41,41
43,43,43
47,47,47
47,47,47
46,46,46
43,43,43
53,53,53
62,62,62
64,64,64
63,63,63
45,45,45
28,28,28
20,20,20
16,16,16
13,13,13
11,11,11
9,9,9
8,8,8
6,6,6
5,5,5
5,5,5
4,4,4
4,4,4
4,4,4
4,4,4
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
2,2,2
3,3,3
3,3,3
3,3,3
3,3,3
2,2,2
3,3,3
3,3,3
3,3,3
4,4,4
3,3,3
2,2,2
2,2,2
2,2,2
2,2,2
3,3,3
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
3,3,3
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
3,3,3
2,2,2
2,2,2
2,2,2
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
4,4,4
4,4,4
14,14,14
11,11,11
10,10,10
8,8,8
7,7,7
6,6,6
6,6,6
5,5,5
6,6,6
5,5,5
5,5,5
5,5,5
5,5,5
5,5,5
5,5,5
5,5,5
6,6,6
6,6,6
7,7,7
8,8,8
10,10,10
12,12,12
19,19,19
25,25,25
27,27,27
30,30,30
36,36,36
44,44,44
48,48,48
53,53,53
57,57,57
60,60,60
64,64,64
65,65,65
70,70,70
70,70,70
66,66,66
59,59,59
51,51,51
37,37,37
22,22,22
18,18,18
14,14,14
13,13,13
14,14,14
18,18,18
21,21,21
23,23,23
26,26,26
22,22,22
18,18,18
12,12,12
10,10,10
8,8,8
7,7,7
6,6,6
5,5,5
4,4,4
4,4,4
4,4,4
4,4,4
4,4,4
3,3,3
4,4,4
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
2,2,2
3,3,3
3,3,3
2,2,2
3,3,3
2,2,2
2,2,2
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
4,4,4
3,3,3
4,4,4
5,5,5
6,6,6
7,7,7
9,9,9
10,10,10
12,12,12
13,13,13
16,16,16
20,20,20
28,28,28
34,34,34
31,31,31
28,28,28
22,22,22
21,21,21
19,19,19
20,20,20
22,22,22
27,27,27
34,34,34
41,41,41
53,53,53
56,56,56
48,48,48
39,39,39
33,33,33
25,25,25
18,18,18
16,16,16
16,16,16
18,18,18
20,20,20
26,26,26
30,30,30
34,34,34
40,40,40
42,42,42
47,47,47
52,52,52
62,62,62
68,68,68
75,75,75
76,76,76
75,75,75
70,70,70
68,68,68
68,68,68
65,65,65
63,63,63
60,60,60
58,58,58
55,55,55
50,50,50
43,43,43
34,34,34
24,24,24
17,17,17
13,13,13
11,11,11
10,10,10
9,9,9
9,9,9
8,8,8
9,9,9
10,10,10
12,12,12
14,14,14
21,21,21
34,34,34
43,43,43
44,44,44
47,47,47
50,50,50
51,51,51
48,48,48
47,47,47
45,45,45
51,51,51
60,60,60
65,65,65
68,68,68
56,56,56
39,39,39
28,28,28
20,20,20
15,15,15
12,12,12
10,10,10
9,9,9
7,7,7
6,6,6
5,5,5
5,5,5
5,5,5
4,4,4
3,3,3
4,4,4
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
2,2,2
2,2,2
3,3,3
3,3,3
2,2,2
3,3,3
3,3,3
3,3,3
3,3,3
2,2,2
3,3,3
3,3,3
3,3,3
2,2,2
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
3,3,3
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
3,3,3
2,2,2
3,3,3
3,3,3
2,2,2
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
4,4,4
4,4,4
17,17,17
13,13,13
12,12,12
9,9,9
8,8,8
6,6,6
6,6,6
6,6,6
5,5,5
5,5,5
5,5,5
5,5,5
5,5,5
5,5,5
5,5,5
5,5,5
5,5,5
6,6,6
7,7,7
8,8,8
10,10,10
15,15,15
24,24,24
27,27,27
30,30,30
33,33,33
37,37,37
40,40,40
46,46,46
50,50,50
57,57,57
59,59,59
65,65,65
71,71,71
80,80,80
76,76,76
66,66,66
57,57,57
46,46,46
31,31,31
21,21,21
16,16,16
13,13,13
12,12,12
14,14,14
14,14,14
16,16,16
18,18,18
21,21,21
19,19,19
14,14,14
12,12,12
10,10,10
8,8,8
6,6,6
6,6,6
5,5,5
4,4,4
4,4,4
4,4,4
4,4,4
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
2,2,2
3,3,3
2,2,2
3,3,3
2,2,2
3,3,3
3,3,3
3,3,3
2,2,2
2,2,2
3,3,3
3,3,3
2,2,2
3,3,3
3,3,3
3,3,3
3,3,3
2,2,2
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
4,4,4
4,4,4
4,4,4
5,5,5
5,5,5
6,6,6
7,7,7
8,8,8
10,10,10
11,11,11
12,12,12
14,14,14
17,17,17
19,19,19
20,20,20
20,20,20
19,19,19
18,18,18
20,20,20
24,24,24
30,30,30
33,33,33
42,42,42
53,53,53
62,62,62
63,63,63
54,54,54
46,46,46
37,37,37
29,29,29
22,22,22
19,19,19
19,19,19
20,20,20
25,25,25
29,29,29
34,34,34
38,38,38
44,44,44
47,47,47
53,53,53
56,56,56
62,62,62
71,71,71
76,76,76
78,78,78
77,77,77
72,72,72
72,72,72
73,73,73
65,65,65
65,65,65
59,59,59
59,59,59
58,58,58
51,51,51
46,46,46
39,39,39
29,29,29
21,21,21
16,16,16
13,13,13
10,10,10
9,9,9
9,9,9
8,8,8
10,10,10
12,12,12
15,15,15
18,18,18
29,29,29
38,38,38
48,48,48
48,48,48
54,54,54
54,54,54
49,49,49
46,46,46
46,46,46
44,44,44
47,47,47
56,56,56
60,60,60
68,68,68
66,66,66
61,61,61
46,46,46
27,27,27
16,16,16
13,13,13
10,10,10
9,9,9
7,7,7
6,6,6
6,6,6
5,5,5
5,5,5
4,4,4
4,4,4
4,4,4
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
2,2,2
3,3,3
3,3,3
3,3,3
3,3,3
2,2,2
3,3,3
3,3,3
2,2,2
3,3,3
2,2,2
3,3,3
3,3,3
3,3,3
3,3,3
2,2,2
3,3,3
3,3,3
3,3,3
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
3,3,3
2,2,2
2,2,2
3,3,3
2,2,2
2,2,2
3,3,3
2,2,2
2,2,2
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
4,4,4
4,4,4
21,21,21
16,16,16
12,12,12
10,10,10
8,8,8
8,8,8
6,6,6
6,6,6
5,5,5
5,5,5
5,5,5
5,5,5
5,5,5
4,4,4
5,5,5
5,5,5
5,5,5
5,5,5
7,7,7
7,7,7
9,9,9
16,16,16
25,25,25
30,30,30
33,33,33
36,36,36
37,37,37
41,41,41
47,47,47
50,50,50
52,52,52
58,58,58
66,66,66
76,76,76
84,84,84
84,84,84
69,69,69
53,53,53
38,38,38
27,27,27
20,20,20
16,16,16
13,13,13
12,12,12
12,12,12
14,14,14
14,14,14
15,15,15
16,16,16
15,15,15
12,12,12
10,10,10
8,8,8
7,7,7
6,6,6
5,5,5
4,4,4
4,4,4
4,4,4
4,4,4
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
2,2,2
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
2,2,2
3,3,3
3,3,3
2,2,2
3,3,3
3,3,3
2,2,2
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
2,2,2
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
4,4,4
4,4,4
4,4,4
5,5,5
6,6,6
6,6,6
7,7,7
8,8,8
10,10,10
11,11,11
12,12,12
13,13,13
14,14,14
15,15,15
18,18,18
18,18,18
21,21,21
27,27,27
29,29,29
35,35,35
40,40,40
46,46,46
52,52,52
60,60,60
59,59,59
53,53,53
44,44,44
38,38,38
31,31,31
24,24,24
21,21,21
22,22,22
23,23,23
26,26,26
30,30,30
37,37,37
39,39,39
47,47,47
49,49,49
56,56,56
63,63,63
67,67,67
74,74,74
80,80,80
78,78,78
78,78,78
80,80,80
74,74,74
70,70,70
67,67,67
65,65,65
63,63,63
66,66,66
61,61,61
56,56,56
51,51,51
44,44,44
34,34,34
24,24,24
17,17,17
13,13,13
12,12,12
11,11,11
10,10,10
9,9,9
10,10,10
12,12,12
17,17,17
26,26,26
34,34,34
41,41,41
48,48,48
52,52,52
55,55,55
58,58,58
50,50,50
42,42,42
42,42,42
42,42,42
45,45,45
50,50,50
57,57,57
65,65,65
75,75,75
75,75,75
60,60,60
33,33,33
19,19,19
13,13,13
12,12,12
9,9,9
8,8,8
6,6,6
5,5,5
5,5,5
4,4,4
4,4,4
4,4,4
4,4,4
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
2,2,2
3,3,3
3,3,3
3,3,3
2,2,2
2,2,2
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
2,2,2
3,3,3
3,3,3
3,3,3
3,3,3
2,2,2
3,3,3
2,2,2
3,3,3
2,2,2
2,2,2
3,3,3
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
3,3,3
2,2,2
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
4,4,4
4,4,4
23,23,23
17,17,17
13,13,13
11,11,11
9,9,9
7,7,7
7,7,7
6,6,6
6,6,6
6,6,6
5,5,5
5,5,5
5,5,5
5,5,5
5,5,5
5,5,5
5,5,5
5,5,5
6,6,6
7,7,7
8,8,8
13,13,13
18,18,18
25,25,25
32,32,32
37,37,37
39,39,39
43,43,43
45,45,45
46,46,46
49,49,49
54,54,54
63,63,63
70,70,70
77,77,77
74,74,74
61,61,61
42,42,42
31,31,31
21,21,21
16,16,16
13,13,13
12,12,12
11,11,11
12,12,12
12,12,12
14,14,14
14,14,14
16,16,16
15,15,15
11,11,11
9,9,9
8,8,8
6,6,6
6,6,6
5,5,5
4,4,4
4,4,4
4,4,4
3,3,3
3,3,3
4,4,4
3,3,3
4,4,4
3,3,3
3,3,3
3,3,3
4,4,4
3,3,3
3,3,3
3,3,3
2,2,2
3,3,3
2,2,2
3,3,3
3,3,3
3,3,3
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
3,3,3
2,2,2
3,3,3
3,3,3
3,3,3
3,3,3
2,2,2
3,3,3
3,3,3
2,2,2
3,3,3
3,3,3
3,3,3
2,2,2
3,3,3
3,3,3
3,3,3
3,3,3
4,4,4
3,3,3
3,3,3
3,3,3
4,4,4
4,4,4
4,4,4
5,5,5
5,5,5
6,6,6
7,7,7
8,8,8
9,9,9
10,10,10
11,11,11
13,13,13
14,14,14
16,16,16
19,19,19
26,26,26
32,32,32
35,35,35
40,40,40
42,42,42
49,49,49
54,54,54
54,54,54
55,55,55
50,50,50
44,44,44
39,39,39
33,33,33
26,26,26
23,23,23
24,24,24
24,24,24
28,28,28
34,34,34
38,38,38
42,42,42
49,49,49
53,53,53
61,61,61
66,66,66
70,70,70
82,82,82
85,85,85
82,82,82
80,80,80
83,83,83
80,80,80
73,73,73
68,68,68
67,67,67
68,68,68
69,69,69
63,63,63
57,57,57
53,53,53
45,45,45
36,36,36
26,26,26
19,19,19
14,14,14
12,12,12
11,11,11
10,10,10
10,10,10
11,11,11
14,14,14
21,21,21
30,30,30
40,40,40
44,44,44
46,46,46
54,54,54
59,59,59
58,58,58
50,50,50
42,42,42
40,40,40
39,39,39
43,43,43
48,48,48
54,54,54
62,62,62
72,72,72
73,73,73
58,58,58
36,36,36
21,21,21
14,14,14
11,11,11
10,10,10
7,7,7
7,7,7
6,6,6
5,5,5
4,4,4
4,4,4
4,4,4
3,3,3
3,3,3
4,4,4
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
2,2,2
3,3,3
2,2,2
3,3,3
2,2,2
3,3,3
3,3,3
2,2,2
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
2,2,2
3,3,3
3,3,3
2,2,2
2,2,2
2,2,2
3,3,3
2,2,2
2,2,2
2,2,2
2,2,2
3,3,3
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
3,3,3
2,2,2
3,3,3
2,2,2
3,3,3
3,3,3
2,2,2
3,3,3
3,3,3
3,3,3
3,3,3
4,4,4
3,3,3
4,4,4
24,24,24
17,17,17
12,12,12
11,11,11
9,9,9
8,8,8
8,8,8
6,6,6
6,6,6
5,5,5
6,6,6
5,5,5
5,5,5
5,5,5
5,5,5
5,5,5
5,5,5
6,6,6
6,6,6
7,7,7
8,8,8
10,10,10
13,13,13
20,20,20
27,27,27
32,32,32
35,35,35
40,40,40
39,39,39
43,43,43
42,42,42
46,46,46
52,52,52
54,54,54
58,58,58
52,52,52
43,43,43
31,31,31
22,22,22
17,17,17
14,14,14
13,13,13
12,12,12
11,11,11
12,12,12
12,12,12
14,14,14
16,16,16
18,18,18
18,18,18
14,14,14
10,10,10
7,7,7
6,6,6
5,5,5
5,5,5
4,4,4
4,4,4
4,4,4
4,4,4
3,3,3
3,3,3
3,3,3
4,4,4
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
2,2,2
3,3,3
3,3,3
3,3,3
2,2,2
2,2,2
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
2,2,2
2,2,2
2,2,2
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
2,2,2
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
4,4,4
4,4,4
3,3,3
4,4,4
4,4,4
4,4,4
4,4,4
4,4,4
5,5,5
7,7,7
7,7,7
8,8,8
9,9,9
10,10,10
13,13,13
14,14,14
17,17,17
24,24,24
30,30,30
33,33,33
36,36,36
39,39,39
44,44,44
52,52,52
54,54,54
52,52,52
50,50,50
46,46,46
40,40,40
37,37,37
30,30,30
27,27,27
25,25,25
24,24,24
28,28,28
29,29,29
35,35,35
39,39,39
45,45,45
50,50,50
55,55,55
58,58,58
65,65,65
76,76,76
91,91,91
95,95,95
91,91,91
86,86,86
87,87,87
85,85,85
79,79,79
76,76,76
72,72,72
70,70,70
70,70,70
64,64,64
58,58,58
51,51,51
42,42,42
33,33,33
25,25,25
20,20,20
14,14,14
11,11,11
10,10,10
10,10,10
10,10,10
13,13,13
17,17,17
22,22,22
34,34,34
41,41,41
50,50,50
50,50,50
53,53,53
56,56,56
58,58,58
50,50,50
44,44,44
41,41,41
40,40,40
45,45,45
47,47,47
49,49,49
54,54,54
63,63,63
64,64,64
53,53,53
34,34,34
21,21,21
15,15,15
11,11,11
9,9,9
7,7,7
6,6,6
5,5,5
5,5,5
5,5,5
4,4,4
4,4,4
4,4,4
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
2,2,2
3,3,3
3,3,3
2,2,2
3,3,3
3,3,3
2,2,2
3,3,3
2,2,2
2,2,2
3,3,3
2,2,2
2,2,2
2,2,2
3,3,3
2,2,2
2,2,2
3,3,3
2,2,2
2,2,2
3,3,3
3,3,3
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
4,4,4
4,4,4
23,23,23
14,14,14
12,12,12
11,11,11
9,9,9
8,8,8
7,7,7
6,6,6
6,6,6
5,5,5
5,5,5
4,4,4
5,5,5
5,5,5
5,5,5
5,5,5
5,5,5
5,5,5
5,5,5
6,6,6
7,7,7
8,8,8
9,9,9
15,15,15
18,18,18
23,23,23
28,28,28
34,34,34
34,34,34
37,37,37
43,43,43
40,40,40
41,41,41
41,41,41
39,39,39
35,35,35
29,29,29
23,23,23
17,17,17
14,14,14
12,12,12
12,12,12
11,11,11
9,9,9
10,10,10
10,10,10
13,13,13
17,17,17
19,19,19
17,17,17
13,13,13
9,9,9
7,7,7
6,6,6
5,5,5
5,5,5
4,4,4
4,4,4
3,3,3
4,4,4
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
2,2,2
3,3,3
2,2,2
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
2,2,2
2,2,2
2,2,2
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
2,2,2
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
4,4,4
3,3,3
3,3,3
4,4,4
3,3,3
4,4,4
4,4,4
5,5,5
6,6,6
6,6,6
7,7,7
8,8,8
10,10,10
12,12,12
16,16,16
21,21,21
27,27,27
33,33,33
35,35,35
36,36,36
36,36,36
44,44,44
53,53,53
56,56,56
51,51,51
47,47,47
43,43,43
39,39,39
35,35,35
31,31,31
28,28,28
25,25,25
25,25,25
28,28,28
32,32,32
37,37,37
41,41,41
44,44,44
50,50,50
58,58,58
58,58,58
65,65,65
79,79,79
95,95,95
98,98,98
92,92,92
88,88,88
97,97,97
94,94,94
91,91,91
87,87,87
80,80,80
75,75,75
71,71,71
63,63,63
56,56,56
50,50,50
39,39,39
33,33,33
25,25,25
18,18,18
13,13,13
11,11,11
11,11,11
9,9,9
11,11,11
12,12,12
19,19,19
28,28,28
35,35,35
42,42,42
49,49,49
50,50,50
51,51,51
50,50,50
53,53,53
49,49,49
45,45,45
43,43,43
45,45,45
43,43,43
44,44,44
47,47,47
50,50,50
52,52,52
53,53,53
43,43,43
31,31,31
21,21,21
16,16,16
11,11,11
9,9,9
7,7,7
6,6,6
6,6,6
5,5,5
4,4,4
4,4,4
4,4,4
4,4,4
3,3,3
3,3,3
4,4,4
3,3,3
3,3,3
2,2,2
3,3,3
3,3,3
3,3,3
3,3,3
2,2,2
2,2,2
3,3,3
3,3,3
2,2,2
2,2,2
3,3,3
2,2,2
2,2,2
2,2,2
2,2,2
3,3,3
2,2,2
2,2,2
2,2,2
2,2,2
3,3,3
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
3,3,3
2,2,2
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
4,4,4
4,4,4
21,21,21
14,14,14
12,12,12
11,11,11
9,9,9
8,8,8
7,7,7
6,6,6
5,5,5
5,5,5
4,4,4
4,4,4
5,5,5
4,4,4
6,6,6
4,4,4
5,5,5
5,5,5
5,5,5
6,6,6
6,6,6
7,7,7
7,7,7
9,9,9
12,12,12
15,15,15
19,19,19
27,27,27
29,29,29
33,33,33
35,35,35
36,36,36
30,30,30
26,26,26
23,23,23
22,22,22
19,19,19
17,17,17
14,14,14
11,11,11
11,11,11
10,10,10
9,9,9
8,8,8
8,8,8
8,8,8
12,12,12
15,15,15
17,17,17
14,14,14
10,10,10
8,8,8
6,6,6
5,5,5
5,5,5
4,4,4
4,4,4
4,4,4
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
2,2,2
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
2,2,2
2,2,2
3,3,3
3,3,3
3,3,3
2,2,2
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
2,2,2
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
4,4,4
4,4,4
4,4,4
4,4,4
5,5,5
5,5,5
6,6,6
7,7,7
8,8,8
10,10,10
12,12,12
19,19,19
25,25,25
30,30,30
34,34,34
36,36,36
37,37,37
38,38,38
41,41,41
46,46,46
47,47,47
50,50,50
45,45,45
43,43,43
37,37,37
36,36,36
30,30,30
29,29,29
25,25,25
26,26,26
28,28,28
34,34,34
37,37,37
40,40,40
45,45,45
51,51,51
52,52,52
59,59,59
66,66,66
82,82,82
93,93,93
97,97,97
92,92,92
93,93,93
103,103,103
100,100,100
97,97,97
91,91,91
89,89,89
77,77,77
72,72,72
64,64,64
52,52,52
45,45,45
34,34,34
28,28,28
22,22,22
17,17,17
13,13,13
12,12,12
10,10,10
10,10,10
11,11,11
16,16,16
21,21,21
29,29,29
36,36,36
41,41,41
44,44,44
48,48,48
50,50,50
49,49,49
49,49,49
47,47,47
44,44,44
47,47,47
44,44,44
44,44,44
44,44,44
46,46,46
45,45,45
47,47,47
43,43,43
39,39,39
27,27,27
19,19,19
14,14,14
11,11,11
8,8,8
7,7,7
7,7,7
6,6,6
5,5,5
4,4,4
4,4,4
4,4,4
3,3,3
4,4,4
4,4,4
3,3,3
3,3,3
3,3,3
2,2,2
3,3,3
3,3,3
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
3,3,3
2,2,2
2,2,2
2,2,2
3,3,3
3,3,3
2,2,2
3,3,3
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
3,3,3
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
3,3,3
2,2,2
2,2,2
2,2,2
2,2,2
3,3,3
3,3,3
3,3,3
2,2,2
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
4,4,4
4,4,4
20,20,20
15,15,15
12,12,12
10,10,10
9,9,9
7,7,7
7,7,7
6,6,6
5,5,5
5,5,5
5,5,5
4,4,4
4,4,4
5,5,5
5,5,5
5,5,5
5,5,5
4,4,4
5,5,5
5,5,5
5,5,5
6,6,6
7,7,7
7,7,7
8,8,8
10,10,10
13,13,13
17,17,17
19,19,19
20,20,20
22,22,22
24,24,24
20,20,20
17,17,17
15,15,15
15,15,15
13,13,13
11,11,11
10,10,10
9,9,9
9,9,9
8,8,8
9,9,9
9,9,9
8,8,8
8,8,8
9,9,9
11,11,11
11,11,11
9,9,9
8,8,8
6,6,6
5,5,5
5,5,5
4,4,4
4,4,4
3,3,3
4,4,4
3,3,3
3,3,3
3,3,3
3,3,3
4,4,4
3,3,3
3,3,3
3,3,3
3,3,3
2,2,2
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
2,2,2
3,3,3
3,3,3
3,3,3
2,2,2
2,2,2
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
2,2,2
2,2,2
2,2,2
3,3,3
3,3,3
2,2,2
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
4,4,4
3,3,3
4,4,4
4,4,4
5,5,5
5,5,5
6,6,6
7,7,7
9,9,9
10,10,10
13,13,13
18,18,18
25,25,25
29,29,29
30,30,30
31,31,31
34,34,34
35,35,35
39,39,39
43,43,43
41,41,41
45,45,45
44,44,44
41,41,41
38,38,38
34,34,34
31,31,31
30,30,30
26,26,26
26,26,26
29,29,29
35,35,35
38,38,38
43,43,43
47,47,47
51,51,51
53,53,53
58,58,58
67,67,67
83,83,83
94,94,94
94,94,94
94,94,94
98,98,98
103,103,103
105,105,105
102,102,102
95,95,95
87,87,87
78,78,78
69,69,69
61,61,61
51,51,51
42,42,42
32,32,32
24,24,24
18,18,18
16,16,16
12,12,12
11,11,11
10,10,10
9,9,9
13,13,13
18,18,18
23,23,23
32,32,32
38,38,38
42,42,42
42,42,42
42,42,42
46,46,46
51,51,51
49,49,49
50,50,50
45,45,45
47,47,47
44,44,44
42,42,42
45,45,45
44,44,44
44,44,44
42,42,42
40,40,40
33,33,33
25,25,25
18,18,18
14,14,14
11,11,11
9,9,9
7,7,7
7,7,7
6,6,6
5,5,5
4,4,4
4,4,4
4,4,4
4,4,4
3,3,3
3,3,3
3,3,3
3,3,3
2,2,2
3,3,3
3,3,3
3,3,3
3,3,3
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
3,3,3
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
2,2,2
3,3,3
2,2,2
3,3,3
3,3,3
3,3,3
2,2,2
3,3,3
3,3,3
4,4,4
3,3,3
4,4,4
4,4,4
17,17,17
15,15,15
12,12,12
9,9,9
8,8,8
7,7,7
7,7,7
6,6,6
5,5,5
5,5,5
4,4,4
5,5,5
5,5,5
4,4,4
5,5,5
4,4,4
5,5,5
4,4,4
5,5,5
5,5,5
5,5,5
5,5,5
6,6,6
6,6,6
6,6,6
7,7,7
8,8,8
10,10,10
10,10,10
12,12,12
12,12,12
13,13,13
12,12,12
12,12,12
12,12,12
10,10,10
10,10,10
8,8,8
8,8,8
8,8,8
8,8,8
8,8,8
8,8,8
8,8,8
7,7,7
6,6,6
7,7,7
7,7,7
8,8,8
7,7,7
5,5,5
6,6,6
5,5,5
5,5,5
4,4,4
4,4,4
4,4,4
4,4,4
4,4,4
3,3,3
3,3,3
4,4,4
3,3,3
3,3,3
3,3,3
4,4,4
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
2,2,2
3,3,3
2,2,2
3,3,3
2,2,2
2,2,2
2,2,2
2,2,2
3,3,3
2,2,2
3,3,3
2,2,2
3,3,3
2,2,2
2,2,2
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
3,3,3
4,4,4
4,4,4
5,5,5
4,4,4
5,5,5
6,6,6
7,7,7
8,8,8
9,9,9
13,13,13
18,18,18
25,25,25
27,27,27
30,30,30
30,30,30
30,30,30
33,33,33
36,36,36
39,39,39
39,39,39
42,42,42
42,42,42
40,40,40
35,35,35
34,34,34
31,31,31
29,29,29
28,28,28
28,28,28
33,33,33
38,38,38
39,39,39
46,46,46
48,48,48
52,52,52
55,55,55
60,60,60
62,62,62
72,72,72
83,83,83
83,83,83
92,92,92
95,95,95
103,103,103
102,102,102
101,101,101
97,97,97
88,88,88
75,75,75
63,63,63
56,56,56
46,46,46
36,36,36
28,28,28
21,21,21
16,16,16
14,14,14
11,11,11
10,10,10
10,10,10
10,10,10
13,13,13
17,17,17
26,26,26
32,32,32
37,37,37
41,41,41
42,42,42
41,41,41
45,45,45
54,54,54
54,54,54
52,52,52
46,46,46
45,45,45
44,44,44
43,43,43
42,42,42
40,40,40
39,39,39
38,38,38
35,35,35
29,29,29
23,23,23
16,16,16
13,13,13
11,11,11
9,9,9
8,8,8
7,7,7
6,6,6
6,6,6
4,4,4
4,4,4
